title,url,text,date,title_lower,tagged,verbs,objects,subject,mil_subj
'millennials don't like to get naked' and other issues affecting the luxury real estate market,http://www.dallasnews.com/business/real-estate/2017/01/23/millennials-like-get-naked-issues-affectingthe-luxury-real-estate-market,"Some real estate amenities are eternal--a sweeping view across Central Park, for instance, or a doorman who knows your favorite driver. Others, though, might prove unexpectedly faddish: What seems like a must-have today could vanish in the developments of tomorrow. Here are four surprising staples of the luxury real estate market that insider experts predict could soon become obsolete.

The home theater market stateside stood at $1.4 billion in 2015, up more than 50 percent since the same period in 2010, per Cedia, a trade association for home technology companies. Of course, it's no longer enough to install a supersize screen and digital projector: True cinephiles can build their own $1 million personal Imax theater and sign up for Prima Cinema, a Netflix-like service for the 1 percent that allows rentals of first-run movies at $500 a pop.

It could prove to a shortsighted investment, though, at least according to architect Duan Tran of KAA Design. ""Our clients are requesting fully immersive, VR environments because they're super-busy and want the highest forms of escapism,"" Tran confides by phone from his office in Los Angeles.

One current project, commissioned by a man the architect calls ""a real techie, who likes to geek out,"" involved simply stripping down the erstwhile maid's room in his home, turning it into a 20-foot-by-20-foot shell as the venue for his own personal Holodeck. ""There, he can throw on a pair of VR goggles and immerse himself completely. Imagine taking a walk on the beach in the Bahamas, or a walk down to the Arc de Triomphe on Saturday afternoon before dinner.""

Tech advances have propelled this blue-sky idea into brick-and-mortar reality, such as the relatively affordable VR cubes and screens from such companies as Virtalis. Tran explains that changing building codes in overbuilt areas such as L.A. could also have an effect moving this forward. ""They're starting to restrict the size of houses, so when clients request bells and whistles--a 20-car garage, say--we need to be more efficient with space,"" he says. ""Right now, you might need to have 1,000 square feet dedicated to a home theater,"" but in the future, ""it could be a 6-foot-by-6-foot room for the same programming.""

Sprawling master suites were once the ultimate trophy asset in a luxury home, but recent developments have begun replacing the open-plan, loft-like rooms with a complex of private chambers, jigsawed together around a smaller, cozy space that's home solely to a bed. Douglas Elliman's Roy Kim points to Miami's Rem Koolhas-designed Park Grove as an example. ""You'll see an antechamber, like a study, or a library, plus a large dressing area and a spa-like bathroom,"" Kim says by phone from California. ""You no longer want to walk unceremoniously into a master bedroom and see the bed--creating privacy is more important than ever.""

Jonah Disend, founder of innovation firm Redscout, explains further: ""The concept of a master bedroom is becoming obsolete because we have a different relationship with sleep now--we don't hang out in the bedroom the way we used to."" Disend notes that millennials are driving this shift. Their relationship with privacy is radically different from those of the generations preceding them--though digitally nonchalant, they're prudish in person.

""Millennials don't like to get naked--if you go to the gym now, everyone under 30 will put their underwear on under the towel, which is a massive cultural shift,"" he continues. As gym designers are adapting, so are condo developers. ""They want their own changing rooms and bathrooms, even in a couple.""

The same instinct is driving the renewed boom in so-called accessory apartments, typically a second, studio home purchased by wealthy couples in the same luxury development where they live, so that boomeranging 20-somethings can enjoy full privacy when moving back in with mom and dad.

Even when they live with peers, these new privacy preferences are changing the layout of apartments, according to Teresa Ruiz of SB Architects. ""We're seeing a shift in household formation, with a lot of co-habitation by renters,"" she says by phone from her office in San Francisco. For one local developer, Avalon, Ruiz says the average age of a renter is 30 years old, with an average income of $300,000. ""The private space they want may be smaller, but they want a larger unit as a whole, so we're making two bedrooms with a den and an extra bathroom."" Translation: They'll share a sofa but are squeamish if ever asked to split the sink.

According to the number-crunchers at McKinsey, ride-sharing and driverless cars will reduce the space allocated to parking vehicles by 25 percent come 2050, a reduction that represents more than 61 billion square feet of extra living room. And we're already seeing buildings that anticipate this shift, says Joel Dixon of real estate startup Compass. For example, floor-to-ceiling heights in garages are increasing, to make it easier to convert parking spots to office or residential use at a later time. Likewise, footprints are shrinking so that every corner receives natural light--again, essential for adaptive reuse. Elsewhere, future-proofed buildings with flexible spaces that allow garages to be repurposed are already appearing.

""Parking floors aren't angled with ramps as they used to be, either,"" Joel adds, by phone from his office in New York. ""Instead, they use speed bumps to slow traffic, which is also much easier to adapt for future reuse.""

L.A. was a pioneer of this shift, thanks to the Adaptive Reuse Ordinance of the 1990s. To encourage development of vacant commercial buildings into housing, these rules exempted buildings from onerous minimum parking requirements--and so prepped the luxury homes within for the shared-ride boom. In Miami, Herzog & de Meuron's 1111 Lincoln Road fuses residential, office, retail, and parking in a single structure, the idea being that as zoning requirements evolve, autonomous vehicle use increases, and behavior patterns shift, the building would be able to react. Likewise, at Government Center in Boston, a 2,130-vehicle parking garage will be replaced by two 500-foot luxury towers--with only 600 spaces open to the public.

Of course, as garages shrink, one related amenity is expanding: With more vehicles lining up to wait or drop residents at home, a lavish driveway is more essential than ever.

According to Redscout's Disend, elaborate, centerpiece kitchens, like master suites, are another amenity on the endangered list in high-end homes. In part, it's because delivery services such as Blue Apron or Amazon Prime Now will minimize the need to store anything but the bare minimum at home, coupled with such new amenities as centralized cooking and catering within a development. Take Rafael Viñoly's 437 Park Avenue, where Michelin-starred chef Shaun Hergatt will operate a residents-only restaurant, providing the ultimate in luxury takeout.

Disend also identifies the rise of 3D printing as fundamental to this change. ""Soon--I'd expect [in] around two or three years' time--you will be able to create specific housewares for a dinner party when you throw it,"" he says, minimizing the need for storage; Disend himself has even invested directly in 3D printing startup Othr for exactly these reasons. If 3D printers for food ever pass the gimmick phase, future homeowners may be able to dispense with the cooking entirely.

And where would you put that printer? Well, an ""appliance garage,"" which Elliman's Kim predicts will replace the open-plan showcase kitchen. ""We're recommending appliance garages in our upcoming projects, a place to put your espresso maker, juicer, and anything that might clutter the countertop or cause smells, a bit like a mini version of the chef's kitchen.""",2017-01-23,'millennials don't like to get naked' and other issues affecting the luxury real estate market,'Millennials don't like to get naked' and other issues affecting the luxury real estate market,"['do', 'like', 'get', 'affecting']",['the luxury real estate market'],"[""'"", 'millennials', 'like']",1.0
"Shocker, millennials are being blamed for the death of american cheese",https://www.cosmopolitan.com/food-cocktails/a23791996/american-cheese-decline-sales-millennials/,"Millennials are blamed for many things -- like the decline of paper napkins and of cereal sales, and even killing mayonnaise. But a new Bloomberg report takes the accusations a step further, claiming the generation is behind the death of the country's most beloved patty topper: American cheese.

Why? Apparently, millennials want ingredients they can pronounce and recognize, which makes them steer clear of processed foods like American cheese, which has been a favorite in the U.S. for generations. But these days, American cheese, according to the report, is quite literally ""melting away.""

And maybe for good.

Prices for processed American cheese have been dipping below $4 a pound for the first time in seven years, according to the Bloomberg report. While the number of cheese factories in the country increased by 40 percent between 2000 and 2017, that growth came from smaller cheesemakers with more specific specialties.

Consumers are reportedly shying away from mass-produced cheese and opting for fancier cheeses instead. U.S. sales of American cheese from brands like Kraft Singles and Velveeta are projected to drop 1.6 percent this year.

And food chains are listening across the country. Wendy's is offering asiago alternatives, McDonald's uses a cheese that doesn't contain artificial preservatives, and Cracker Barrel no longer has their old-fashioned grilled cheese.

Panera Bread replaced the American in their own grilled cheese with a four-cheese combo of fontina, cheddar, Monteau, and smoked Gouda. The result, according to the report, has been higher sales.

The report estimates around 40 percent of U.S. households buy Kraft Singles, but that overall sales are flat. The Kraft Heinz Co. is working on ways to get American cheese into more homes by offering qualities that healthier cheeses can't. For example, Kraft Singles have a distinctive ""melt"" that's perfect for grilled cheese sandwiches.

""Honestly, you can't get that in a natural cheese,"" Peter Cotter, the general manager of cheese and dairy at Kraft Heinz Co, told Bloomberg. ""It's a very unique product. The creamy smooth texture and melt of the cheese. The natural cheeses, they just don't melt that way.""",2018-10-15,"shocker, millennials are being blamed for the death of american cheese","Shocker, Millennials Are Being Blamed for the Death of American Cheese","['Are', 'Being', 'Blamed']","['the Death', 'American Cheese']",['blamed'],0.0
"Toronto dominion bank : nearly a third of millennials ""not at all knowledgeable"" about rrsp savings: poll",http://www.4-traders.com/TORONTO-DOMINION-BANK-1411888/news/Toronto-Dominion-Bank-Nearly-a-third-of-millennials-not-at-all-knowledgeable-about-RRSP-savings-21705034/,"OTTAWA -- Nearly a third of young Canadians admit they are ""not at all knowledgeable"" about retirement savings plans, according to a survey done for TD Bank.

The report also suggested that a large proportion of those aged 18 to 33 are uninformed about what registered retirement savings plans can and cannot be used for.

Only half of those surveyed knew that money in an RRSP could be used to help buy their first home, while just 28 per cent knew it could be used to help further their education later in life under the lifelong learning plan.

The survey also found that many young Canadians believed they could use RRSP savings to pay for many things that are not allowed.

Sixty-four per cent were unaware that RRSP savings could not be used to make a charitable donation and 60 per cent mistakenly believed that they could be used to pay childcare expenses.

Fifty-two per cent also incorrectly believed money in an RRSP could be used to finance a car and half wrongly thought it could be used to help buy a second home.

Linda MacKay, senior vice-president for personal savings and investing at TD Canada Trust, said that the earlier people start saving for retirement, the better off they will be.

""The interesting thing with millennials is they do prioritize retirement as important ... but often don't know how to get started or think their budget can accommodate it,"" she said.

MacKay said starting early, even if the amount is small, can make a significant difference.

""No amount is too small,"" she said.

The online poll done by Environics Research for TD Bank surveyed 2,115 respondents aged 18 or older including 613 between 18 and 33 between Oct. 30 and Nov. 5, 2015.

The polling industry's professional body, the Marketing Research and Intelligence Association, says online surveys cannot be assigned a margin of error because they do not randomly sample the population.

© 2016 The Canadian Press. All rights reserved., source Canadian Press DataFile",2016-01-18,"toronto dominion bank : nearly a third of millennials ""not at all knowledgeable"" about rrsp savings: poll","Toronto Dominion Bank : Nearly a third of millennials ""not at all knowledgeable"" about RRSP savings: poll",[],"['millennials', 'RRSP savings']","['bank', 'third', 'knowledgeable']",0.0
"How to reach millennials - advertise, advertise, advertise - pasadena independent",http://www.pasadenaindependent.com/millennial-feed/reach-millennials-advertise-advertise-advertise/,"According to the popular Politico website, Millennials are a huge buying power. We all know this, but it is a staggering figure when you analyze stats, and how this socio-economic group is affecting small retailers to Amazon behemoths.

""Given the convergence of Millennials coming-of-heavy-spending-age, and smartphone omniuse and social sharing of news among this demographic, marketers love Millennials. By their very youth, they make themselves more open to new brand identification than their elders. Older groups' brand loyalties are more entrenched, and, in certain spending sectors, they find themselves less acquisitive than career-building, family-forming, identity-still-reaffirming Millennials."" Ken Doctor says in a recent piece for Politico.

Advertisers obviously want to reach them, so snatching Millennials has become a huge priority for almost all news publishers.

Politico goes on to say... ""That Millennials' population, in all its glorious diversity, is huge. At 82 million, it's six million greater in number than the last big population bulge, the self-analyzingest generation, the Baby Boomers.

Think Millennials and news, and you think Vice Media, Buzzfeed, Mic, Ozy, Vox Media, Fusion and Vocativ. These are the companies, in just a few years, which have laid claim to the new turf. At the same time, almost every legacy news company is setting strategy with its use of Facebook particularly, and social and messaging media more generally, to hunt Millennials as well.""

Many of us ""boomers"" have become Quasi-Millennials simply by default. We have to use smart phones and use social media if we want to communicate with that younger demographic. And let's face it, Millennials are the new Boomers {20 years from now}...but who knows what the next 20 years will bring to the technology table?

I predict that someone will develop a mini-micro-chip that will be inserted in your body (probably the brain via a small surgical incision) and when you think of something you need or want, it will be automatically ordered via Amazon, delivered by drone and billed to your unlimited credit card that all banks will offer because everyone will be making millions or billions again...just like Trump said. Also losing or charging your cell phone will never be an issue as all you do is think of the person you want to talk with and your brain automatically dials that code (there won't be phone numbers anymore...we'll all have codes...)",2017-04-13,"how to reach millennials - advertise, advertise, advertise - pasadena independent","How to Reach Millennials - Advertise, Advertise, Advertise - Pasadena Independent",[],[],['advertise'],0.0
Can sanders get millennials to vote - reaction from his msu speech,http://www.wilx.com/home/headlines/Can-Sanders-Get-Millennials-To-Vote---Reaction-From-His-MSU-Speech-370879591.html,"East Lansing, MI (WILX) - Presidential Candidate Bernie Sanders inspired some intense enthusiasm at his speech at Michigan State's Breslin Center.

""It was great. 10 out of 10,"" East Lansing High School Junior Lena Mefford said.

""It personally gave me the chills,"" Emilie Browell said.

He even inspired a kind of frenzy when he touched a person's hand. ""This guy goes, 'Let me feel the burn,' and he touched it, my fingertips, they're singed,"" one member of the crowd said.

No doubt his speech inspired plenty of social media posts. But, and Sanders addressed this in his speech, can he inspire young people to actually vote?

""There is a perception out there, that I think is becoming increasingly inaccurate, that young people are not going to be involved in the political process,"" the Senator said. ""And that is exactly why you have got to stand up and fight back.""

One Michigan State freshman says not all young people are disengaged. ""I'm 19, and this is my first election, so I will definitely be out voting,"" Jessica Gardener said.

Another man in his 20's says he's worried. Sanders has had popular events in other states, but did not do too well in them on Super Tuesday. ""I wonder sometimes if young people are attached more to his message and just want to see him,"" Dan Shanahan said. ""Or if they actually understand that you need to get out and vote or nothing will happen.""

Regardless, when Sanders talked about things like affordable education, minimum wage,and helping the middle class, the crowd gave him a resounding cheer.

""They just get loud, and they just love it, because it's real, and it feels great to be part of something that's real,"" Shanahan said.",2016-03-03,can sanders get millennials to vote - reaction from his msu speech,Can Sanders Get Millennials To Vote - Reaction From His MSU Speech,"['Can', 'Get']","['Millennials', 'Vote - Reaction', 'His MSU Speech']","['sanders', 'get', 'to', 'from']",0.0
Forget spouses or children  --  many millennials are buying homes for their dogs,http://www.businessinsider.com/forget-having-a-baby-millennials-are-buying-homes-for-their-dogs-2017-8,"I have a few specific occasions earmarked in my savings account: moving in with my boyfriend, a round-trip plane ticket to send my mom to Hong Kong, a wedding and/or a house maybe, and -- my personal favorite -- a puppy fund.

In my mind, I've got my mid-20-something savings priorities in order.

I mean, If you can't name at least 28 reasons why dogs are amazing off the top of your head, have you even met one?

They love you unconditionally, they can cheer up your worst days, and they're the No. 3 reason young people are buying their first homes -- ahead of marriage or having a baby.

According to a new survey out from SunTrust, one-third of millennials who bought their first home said having a better space or yard for a dog was a major factor in their decision.

That compares to 25% of those who said marriage was a motivating factor, and the 19% who needed to make room for baby.

""Millennials have strong bonds with their dogs, so it makes sense that their furry family members are driving homebuying decisions,"" said Dorinda Smith, SunTrust Mortgage President and CEO, in a press release. ""For those with dogs, renting can be more expensive and a hassle; homeownership takes some of the stress off by providing a better living situation.""

It's good that first-time homebuyers are honest with why they're seeking to own a larger space. Keeping those priorities top of mind can only help prepare them with the costs to expect owning a pet as well as owning a home (and how to budget accordingly).

Before you go on saying young people don't have their priorities in order, note that the No. 1 reason millennials bought their first homes, at 66%, was to have more living space as a whole. Another 36% stated building equity an essential part of their first-time homebuying decision.

But as far as our companions, dogs had more weight in homebuying than any other human counterpart. They don't call them man's best friend for nothing.",2017-08-04,forget spouses or children  --  many millennials are buying homes for their dogs,Forget spouses or children  --  many millennials are buying homes for their dogs,"['Forget', 'are', 'buying']","['spouses', 'homes', 'their dogs']","['millennials', 'buying']",1.0
Millennials don't think a trump presidency will affect their wallets,http://money.cnn.com/2016/12/09/pf/taxes/millennials-trump-wallet/index.html,"Millennials don't think a Trump presidency will matter for their wallets.

At least, that's the conclusion reached by a recent survey. Young Americans are among those most likely to think the outcome of the election won't make a difference for their financial security, according to Bankrate.com's December Financial Security Index.

About 45% of respondents aged 18-35 said they think the results of the election won't affect their personal finances either way.

Among Millennial respondents, 22% said they think Trump's presidency will affect their finances in a positive way, and 26% said his win will have a negative impact on their wallets. Another 5% of Millennials polled said they don't know what the election results mean for their finances.

Of those who expect a Trump presidency to be a good thing for their bank accounts, the main drivers cited were lower taxes and higher income. Those who expect Trump to have a poor impact on their wallet pointed to taxes and income as well.

Just over 1,000 people were polled from December 1-4 of this year.

In general, Millennials feel more financially secure than older Americans, said Bankrate.com's Chief Financial Analyst Greg McBride. ""They have the highest feeling of job security of any age group, which makes sense given their social media and technology skills,"" McBride said.

Despite this overall sense of security, there are plenty of reasons for Millennials to pay attention to Trump's policies:

Taxes

His latest tax plan is likely to reduce taxes for most people. And while that could be helpful for some single Millennials, those who have children -- or plan to -- could end up paying more.

Trump's plan is likely to result in tax cuts for those who opt for a standard deduction, as many Millennials do, explained Alan Cole, an economist at the Tax Foundation, a conservative think tank.

Currently, unmarried young Americans with no dependents and few assets can claim a $6,300 standard deduction and a personal exemption of $4,050. Trump would kick that standard deduction up to $15,000 and get rid of personal exemptions.

Overall, Cole estimates that Millennials would save a few hundred dollars in taxes.

But Trump's proposed plan could actually raise taxes for some low- and middle-income families.

That's because Trump would raise the lowest tax bracket to 12% from the current 10%. And he would drop personal exemptions and head of household status, which particularly benefits single parents.

But negotiations between Trump's plan and a previous tax reform plan from House Republicans could change the outcome. Bob Williams, Sol Price Fellow at the Urban-Brookings Tax Policy Center, warns that it may be too soon to tell what Trump's tax plan will actually look like.

""What Trump's plan is today might not be what Trump's plan is tomorrow,"" he said, adding, ""Will there be another plan? We don't know.""

Health care

Another big consideration for young people: changes to their health care plans. Trump said during his campaign that he would repeal and replace the Affordable Care Act. But in a post-election interview, he said he might preserve some parts of the law. Of the Obamacare measure that lets children stay on their parents' insurance until age 26, Trump said ""we're going to very much try to keep that.""

If Trump does repeal the act outright, millions of young people could see their health care disappear. It's still unclear whether he would put a new plan in place that would prevent those currently on Obamacare from losing their insurance.

According to figures released by the Health department, more than 6 million Americans aged 19 to 25 were insured by the American Care Act since 2010.

Child care

The president-elect also promised to help young parents. Trump stressed the importance of more affordable child care during his campaign.

Under Trump's proposed plan, parents could deduct the average cost of child care in their state, depending on the child's age, for up to four children. That break would apply to any single parent making less than $250,000 per year, or a couple bringing in less than $500,000 annually.

The plan would benefit stay-at-home parents whose spouses work, and offer relief to working parents who wouldn't owe federal income taxes.

Experts fear, however, that some of the provisions -- like tax breaks on dependent care savings accounts -- would end up helping upper- and middle-class families but offer little to low-income parents.

Student debt

Trump has proposed an income-based cap on student loans that would limit graduates' payments to 12.5% of their salaries. He's also said that graduates would see their debts forgiven after 15 years of regular payments.

Trump's proposal is somewhat similar to Obama's student loan repayment plan. But a recent study found that the current administration's plan could cost the government twice as much as anticipated, which could put the future of the policy at risk.",2016-12-09,millennials don't think a trump presidency will affect their wallets,Millennials don't think a Trump presidency will affect their wallets,"['do', 'think', 'will', 'affect']",['their wallets'],"['millennials', 'think', 'presidency']",1.0
Will we still target millennials when they are 75 or will we instead focus on the next generation of freshly minted grown-ups?,http://www.huffingtonpost.com/jenny-darroch/will-we-still-target-mill_b_9330502.html,"Jenny Darroch Marketing strategy expert, Drucker School of Management

So asked a recent client of mine when we were (yet again) talking about how to reach millennials.

When marketers talk about reaching millennials, they are talking about reaching people born between 1982 and 2000. In the USA, this group represents more than one-quarter of the population (or 83.1 million) and is larger than the baby boomer group of 75.4 million . Collectively, millennials in the USA spend $200 billion each year.

Our fascination with millennials is not so much with... well, millennials, but with what they represent. At a quarter of the population, this group is certainly too large to ignore. Since millennials currently represent those aged 14-32, I suggest we split the group in two:

1. Younger millennials (ages 14-24) - I will call this group ""The Apprentices""

o Most of this group is still pursuing an education. Those aged 14-18 are probably in high school and 75% of those aged 18 - 24 are in college.

o Because this group is mostly still in school, the group is likely to rely on other sources of funds such as parents and student loans. Younger millennials are also likely to work full or part time but will not earn a lot of money.

o Younger millennials buy products for themselves. This group will use brands to reveal their own identity.

o This group also pays attention to what their parents buy and so brand preferences for later purchase decisions will also be formed. This is why I call them Apprentices.

2. Older millennials (ages 25-32) - I will call this group ""The Freshly Minted Grown Ups"":

o By the time this group has reached 25, half of the 75% who entered college will have graduated. Many will have had their first child - the average age for first time mothers is 26 but this rises to 30 for college-educated women ; married (average age 27 for women and 29 for men (although 49% of all those aged 25-34 have never married ). Older millennials haven't quite purchased their own home as the average age of a first time homebuyer is 33 .

o The data gets a bit patchy here - median incomes for those with a college education is $45,500 (vs. $28,000 - $30,000 without a college education); and 1/3 of college graduates return to live at home. But a defining characteristic is that older millennials strive for financial independence from their parents.

o Older millennials make their own brand choices across a wide range of product categories from products for themselves (fashion and accessories, health and beauty, entertainment, etc.), to products with others (weddings, setting up a home), to products for others (babies and partners). This is why I refer to this group as the freshly minted grown ups - they have finally graduated to adulthood.

Therefore, the first reason to pay attention to millennials, especially older millennials, is that this group is interacting with a large number of product categories from cars to financial services to furniture and appliances to wedding planning to baby items to entertainment to clothing and personal services. Older millennials are finally making their own brand choices - brand choices that are free from parental influence. The brands that help older millennials transition into contemporary adulthood will be the brands that older millennials likely stay loyal to for years to come. There are not that many other age groups that interact with so many product categories.

A second reason to pay attention to millennials is that they replace aging customers who need to be replaced if the organization intends on surviving.

A third reason to pay attention to millennials is that most Chief Marketing Officers (CMOs) are not millennials themselves. Even if CMOs have children or nieces and nephews who are millennials, millennials can feel a bit mysterious. To understand millennials means to stay current with: (1) cultural and social trends, (2) brand messages that matter to millennials, (3) brands that celebrate the fact that millennials are making an independent choice and not choosing a brand because their parents purchased the brand, and (4) technology and how this changes the customer experience and provides new ways to engage with and reach customers.

Will we still target millennials when they are 75? YES if we are interested in products for seniors but NO if we are interested in a group of consumers who are forming lasting relationships with brands from organizations that want to remain contemporary to our freshly minted grown ups. Maybe we should stop referring to the 25-32s as millennials and instead call them marketers' butterflies - a group of engaged and active consumers who have finally emerged from the pupae that have protected them for so long.

Our next butterflies will be younger millennials - i.e., our current apprentices, and this group will followed by Generation Z. My point: a sustainable organization needs to pay attention to a pipeline of consumers, what matters to them, and how to connect with them.",2016-02-29,will we still target millennials when they are 75 or will we instead focus on the next generation of freshly minted grown-ups?,Will We Still Target Millennials When They Are 75 or Will We Instead Focus on the Next Generation of Freshly Minted Grown-ups?,"['Will', 'Target', 'Are', 'Will', 'Focus']","['the Next Generation', 'Freshly Minted Grown-ups']","['will', 'we', 'they', 'are', 'we', 'focus']",0.0
"Millennials more open to pre-nups than older generations, says b",http://www.cbc.ca/news/canada/british-columbia/millennials-more-open-to-pre-nups-than-older-generations-says-b-c-family-lawyer-1.3853756,"Kamloops man loses bid to recover $17K engagement ring and $85K 'loan' from former fiancée

Prenuptial agreements are on the rise for B.C.'s younger newlyweds, says family lawyer Georgialee Lang.

According to a recent survey from the American Academy of Matrimonial Lawyers, prenuptial agreements are rising for newlyweds aged 18 to 35 -- and Lang says the shift is noticeably taking place in B.C.

""We're seeing [prenuptial agreements] more notably with millennials -- and there's a whole range of reasons as to why that's happening,"" she told host Gloria Macarenko on CBC's B.C. Almanac.

Lang says that trend is taking place primarily because millennials are waiting until they're in their 30s to get hitched, unlike previous generations -- and that millennials tend to enter marriages with a lot more to lose.

""People in their early 30s have had an opportunity to acquire assets -- and they're aware of that,"" she said.

Maple Ridge's Misty McGill falls into that category. She bought her first apartment in her mid-20s and spent the next decade working tirelessly to pay it off.

""It took a lot of Kraft-Dinner eating just to make sure the mortgage payments were made,"" she said, laughing.

McGill​ and her partner are both in their 30s and have started talking about the possibility of getting married.

She admits there's nothing romantic about a prenuptial agreement but thinks it's important that her years worth of hard work not get lost in the unfortunate event of a divorce or separation.

""It's just a matter of being responsible and forward thinking. It's better to do it now when everyone's on good terms than when things could be ugly,"" she said.

While McGill hopes to eventually take the plunge into holy matrimony, more than 21,000 British Columbians have already been married in 2016. And with a national divorce rate of 40 per cent (according to the latest data from Statistics Canada), an estimated 8,400 of them could end up divorced.

Lang says that while prenuptial agreements can be helpful, what's most important is to have open conversations about what assets each partner wants to have protected given the likelihood of separation.

""The more you talk, the better the communication is, the more these agreements will work out.""

With files from CBC's B.C. Almanac",2016-11-17,"millennials more open to pre-nups than older generations, says b","Millennials more open to pre-nups than older generations, says B",['says'],['older generations'],"['says', 'b']",0.0
Tim tebow encourages millennials to find identity in christ in social media age (exclusive interview),http://www.gospelherald.com/articles/71930/20190213/tim-tebow-encourages-millennials-find-identity-christ-social-media-age.htm,"But to run the race of life in a God-glorifying way, young people need to have a proper understanding of identity, success, and significance, Tebow explained.

""The world is going to tell you that it's about your social media followers. It's going to tell you it's about how popular you are. It's going to tell you it's about how many likes you get when you post something. And I'm going to tell you that that truly doesn't matter,"" he said. ""What matters is that there's a God that desperately loves you and He wants to know you and there is a purpose and a reason for you being here.""

He referenced Ephesians 2:10, which states: ""For we are God's handiwork, created in Christ Jesus to do good works, which God prepared in advance for us to do.""

""You are His poem. You're His masterpiece. He loves you and He has a great plan for your life,"" Tebow emphasized. ""You matter. Before you were ever born, He wrote that poem about your life for good works for you to accomplish. And I want to encourage people that there is something special out there for them, that the God of this universe loves them so much that He has something special in store for them.""

""So keep looking to Him, the author and perfecter of our faith,"" he concluded. ""That's how we can keep our eyes focused on running the right race.""

Tebow, alongside his brother Robby, are executive producers of the upcoming film ""Run the Race."" Coming to theaters Feb. 22, the film shows what's possible when you run to -- instead of from -- the overwhelming love of God.

""Run the Race"" tells the story of Zach and David Truett, two brothers who, despite their differences, learn from one another and support each other as their individual paths to God unfold.

Zach, an All-State athlete, finds his identity on the football field as he battles his own struggles stemming from the death of his mother and his father's abandonment and continued alcoholism. In turn, David works long hours at the local grocery store to provide for himself and his brother.

When Zach's dreams of earning a college scholarship are dashed due to a devastating injury, David laces up his track cleats to salvage their future. Meanwhile, Zach grows close to Ginger, a nurse at the hospital. But when yet another tragedy strikes, the boys must rely on one another and decide if the Christian faith they were taught as children is real.

(Photo : Courtesy of Run The Race Production, LLC)

Running the race of life, Tebow said, means there's a finish line -- but the goal isn't winning or taking first place. Rather, it means living a life of significance -- and that's defined by God.

""'Making it' changes when you know God,"" he said. ""Knowing God means okay, it's not just about what the world says. It's not just about material things. It's not everything I thought it was. Now it changes to more purpose and meaning and significance.""

The 31-year-old athlete, who recently hosted his foundation's annual ""Night to Shine"" program celebrating people with special needs, told GH that one way he strives to find significance in life is by helping those in need.

He shared how, when he was 15 years old, he met a young boy from the Philippines who was born with a congenital knee deformity.

""It changed my life forever because he was shunned and everyone looked at him as cursed and insignificant, so he couldn't be part of the village,"" he recounted. ""And I knew at that moment leaving that village after praying with that young boy to put his faith in Jesus, that what I was called to do for the rest of my life was to fight for people that can't fight for themselves.""

Tebow, who has played in both the NFL and MLB, told GH that he hopes the film encourages young people to ""not run away from God, but run to God because He loves them like crazy.""

""It might feel sometimes like you're alone and it might feel sometimes like the world is really hard,"" he acknowledged. ""But there is a God that loves you so much and He wants to know you and He wants to have a personal, intimate relationship with you.""

""Run the Race"" also stars Mykelti Williamson (FENCES, FORREST GUMP), Frances Fisher (TITANIC, UNFORGIVEN), Tanner Stine (NCIS), Evan Hofer (Kickin' It), and Kelsey Reinhardt (Transparent). For more information, visit RunTheRaceMovie.com.",2019-02-13,tim tebow encourages millennials to find identity in christ in social media age (exclusive interview),Tim Tebow Encourages Millennials to Find Identity in Christ in Social Media Age (Exclusive Interview),"['Encourages', 'Find']","['Identity', 'Christ', 'Social Media Age']","['millennials', 'find']",1.0
Millennials are now largest living generation in america,http://www.nydailynews.com/news/national/millennials-largest-living-generation-america-article-1.2614745,"Millennials now officially rule America -- at least, according to census data.

Those narcissistic, phone-obsessed, Snapchattin'-and-hashtaggin' whippersnappers are now the largest living generation in America, outnumbering their Baby Boomer and Generation X elders, according to a report released Tuesday by the Pew Research Center.

The report, based on new U.S. Census Bureau data, says millennials -- Americans ages 18 to 34 -- now number 75.4 million. That puts them ahead of baby boomers (ages 51 to 69), at 74.9 million, and Generation X (ages 35 to 50), at about 66 million.

The report says two major factors allowed millennials to now reign supreme: Immigration and death. Millennial immigrants have moved into America at a higher rate than immigrants from the previous two generations, according to the report.

At the same time, baby boomers aren't getting any younger. By the middle of the 20th century, America will have an estimated 16.6 million baby boomers left alive, the report says.

The millennial rise is projected to continue through 2036, when the generation's population will peak at 81.1 million, the report says. After that, the population will start leveling off as death takes its course.

jsilverstein@nydailynews.com

Related Stories The rise of Republican millenials",2016-04-26,millennials are now largest living generation in america,Millennials are now largest living generation in America,"['are', 'living']",['America'],"['millennials', 'are']",1.0
